token_id,image,category,sediment,sediment_tier,environment,environment_tier,eastern,eastern_tier,southern,southern_tier,western,western_tier,northern,northern_tier,artifact,plot,koda
30000,https://assets.otherside.xyz/otherdeeds/40b2eb72dcb26858ada04438999ca02a8bc486188940f04219e4dee7ff476108.jpg,Spirit,Cosmic Dream,3,Sky,3,Spikeweed,1,,,Element 115,1,,,,30000,
30001,https://assets.otherside.xyz/otherdeeds/9aca72c3fe2fc5897cadcaba73d8d52d450e1c3160164a75de4f1d1a19c97546.jpg,Spirit,Cosmic Dream,2,Steppes,3,,,,,,,Nether,1,,30001,
30002,https://assets.otherside.xyz/otherdeeds/07ffef530afcb0e8eabfa6608579e7c7febec6873c045ffc239d815373dabe1c.jpg,Decay,Cosmic Dream,1,Thornwood,1,,,Luster,1,,,,,,30002,
30003,https://assets.otherside.xyz/otherdeeds/79feb4ae2acd5fa354b8071601180b24cb48da3b1055d50c4bcd5d9f8930f612.jpg,Mineral,Cosmic Dream,2,Spires,3,Psychosilk,1,Oblivion,1,,,Brimstone,2,,30003,
30004,https://assets.otherside.xyz/otherdeeds/b347e9a1dda8c97144ae961f3788590df9df9d3dd7bc61730a4d18186b2df4ff.jpg,Psychedelic,Cosmic Dream,2,Shadow,2,,,,,Lumileaf,1,,,Knight's Pail,30004,
30005,https://assets.otherside.xyz/otherdeeds/1177bc9da4ffb579685b5d68f839bf6c3b5f20278c662aa88f772827a5262f24.jpg,Harsh,Cosmic Dream,3,Bone,2,Petrified,3,Lumileaf,1,Whisper,1,Nether,1,,30005,
30006,https://assets.otherside.xyz/otherdeeds/d4e4dd3311f1db9ff0de3f77c27ed8c88718af67c45cb7cca049bdc9022c9754.jpg,Mineral,Cosmic Dream,2,Spires,3,Kinsoul,1,Luster,1,Whisper,1,Kinsoul,2,,30006,
30007,https://assets.otherside.xyz/otherdeeds/9260e4fc16954f6e8be832a0931f110fd584d83735130b26e9bf08db62d254fb.jpg,Harsh,Cosmic Dream,1,Splinter,3,,,Claymer,3,,,Steppesalt,1,,30007,
30008,https://assets.otherside.xyz/otherdeeds/badcc95e83dac4278df1bd6c1982d6615fc1e5c553443525dd4275420b764dcf.jpg,Volcanic,Cosmic Dream,3,Crimson,3,,,,,Whisper,3,Nether,1,,30008,
30009,https://assets.otherside.xyz/otherdeeds/e12f5af99adf118db567ae50ea71f522fb5eb5486707cefb450631e5b3eabdea.jpg,Harsh,Cosmic Dream,2,Glacia,2,,,Nether,1,Kinsoul,2,,,Fire Sale Scroll,30009,9871
30010,https://assets.otherside.xyz/otherdeeds/4aba9a52f195026a96582459f063c6d8bdfc437afb101afc71ea08599598537e.jpg,Decay,Cosmic Dream,3,Bog,2,,,,,,,,,,30010,
30011,https://assets.otherside.xyz/otherdeeds/9609936b6650473cf038f83114f69c91784977f4dd349cc33d11b079e9592f6b.jpg,Mineral,Cosmic Dream,1,Biolume,1,Brimstone,2,,,Psychosilk,1,,,Rugged Axe,30011,
30012,https://assets.otherside.xyz/otherdeeds/2bd6791e97659c1ae4b25d18a39a640ff474f79670f913ae914f0e52209f2e8a.jpg,Spirit,Cosmic Dream,3,Veldan,5,,,,,Lunarian,1,,,Camp Fire,30012,
30013,https://assets.otherside.xyz/otherdeeds/545357c73ccb71acd00247e632f0c814123cf7f8728734f420ac8f5dc6ebd8ac.jpg,Growth,Cosmic Dream,1,Botanical,1,Lumileaf,1,Stonecrop,3,Lumileaf,1,,,,30013,
30014,https://assets.otherside.xyz/otherdeeds/c9d5ab7713bf5ed4d97d7dfabb8a926ddf51975e1bd1261ecbad19d8bb3a33e0.jpg,Spirit,Cosmic Dream,2,Sky,4,,,Nether,1,,,,,Card from a Deck,30014,
30015,https://assets.otherside.xyz/otherdeeds/2e5c479d0a4770e2369d8d82978576c494042e783e45cca48a52ceec37ddfba8.jpg,Decay,Cosmic Dream,3,Bog,4,Spikeweed,1,,,Psychosilk,2,,,,30015,
30016,https://assets.otherside.xyz/otherdeeds/281ca156543d41d27fe721630e75ff28246bf37260bd2105e3a19377345d4fb0.jpg,Growth,Cosmic Dream,1,Jungle,2,Lunarian,1,Oblivion,1,,,,,,30016,
30017,https://assets.otherside.xyz/otherdeeds/c65ee3e366ecddbadf5d2d032d3d7f5b12a7eac47260b71ba7db7b07fe1af486.jpg,Mineral,Cosmic Dream,3,Crystal,3,Luminite,1,Moldium,1,Psychosilk,1,Petrified,1,,30017,
30018,https://assets.otherside.xyz/otherdeeds/4f34a36c9ce415848eef3f928d84ee2b8fca2818a98c56a21905f37a4b3b36c2.jpg,Harsh,Cosmic Dream,2,Splinter,4,,,Kinsoul,1,,,Kinsoul,1,,30018,
30019,https://assets.otherside.xyz/otherdeeds/5c17a0805abe0f8623474ebcdc4006024dcaf3a8eac5db3635e6777d4e87250a.jpg,Mineral,Cosmic Dream,1,Biolume,2,Psychosilk,1,,,,,,,,30019,
30020,https://assets.otherside.xyz/otherdeeds/157760ce1055c1df058a03a17b9ef2b00e3ff4db463df834ffcc7187dd3a090d.jpg,Volcanic,Cosmic Dream,2,Sulfuric,4,Kinsoul,1,Kinsoul,2,,,,,,30020,
30021,https://assets.otherside.xyz/otherdeeds/23c255cbe996044b1eab0acd43f39951833c96ae7b5762ab479ec31b4f7b09d4.jpg,Decay,Cosmic Dream,2,Thornwood,1,Brimstone,2,,,,,,,,30021,
30022,https://assets.otherside.xyz/otherdeeds/61fd80fdceedc0081dc116b79d19133f03d14bc29a2c03827feaaa6c12ce0e03.jpg,Psychedelic,Cosmic Dream,2,Acid,1,Lumileaf,1,Runa,3,,,,,,30022,
30023,https://assets.otherside.xyz/otherdeeds/076e37865767bbc33be8bdd893f8eefd17d593cf73a04ebf4e3416df2d8c9709.jpg,Harsh,Cosmic Dream,1,Glacia,5,,,Oblivion,1,,,Lunarian,1,,30023,
30024,https://assets.otherside.xyz/otherdeeds/2128e97d2251de417e644d335b7e1955b1313dae0c789ce74d7b918c3be41b27.jpg,Spirit,Cosmic Dream,3,Veldan,3,Moldium,2,,,Moldium,1,,,Sands of Time,30024,
30025,https://assets.otherside.xyz/otherdeeds/43fc812f7dcb7defa2b6f314320fa25e17f93f27c4ba374a848934d7525ae014.jpg,Mineral,Cosmic Dream,1,Spires,1,,,,,,,Brimstone,2,,30025,
