token_id,image,category,sediment,sediment_tier,environment,environment_tier,eastern,eastern_tier,southern,southern_tier,western,western_tier,northern,northern_tier,artifact,plot,koda
40000,https://assets.otherside.xyz/otherdeeds/dfdab0294fb599be8ccb948aeabd83041b274cf10702e18bcefb89ef9d99ddb9.jpg,Decay,Infinite Expanse,1,Bog,2,Psychosilk,1,Runa,1,,,Runa,1,,40000,2136
40001,https://assets.otherside.xyz/otherdeeds/bf020ccfc0819768bf72c1bf64dd04991ea47dddca3d3d90872f69d84f986c09.jpg,Decay,Infinite Expanse,2,Plague,4,,,,,,,,,,40001,
40002,https://assets.otherside.xyz/otherdeeds/6da2a345e34fccd659d91304567feb2e154db414a0bf7c917d155f593ef425d8.jpg,Mineral,Infinite Expanse,3,Biolume,1,,,,,Psychosilk,1,,,,40002,
40003,https://assets.otherside.xyz/otherdeeds/b6724480d20fd04658df660ffe7686a73fa74c1b9381684cfe1e94101b7205b9.jpg,Psychedelic,Infinite Expanse,2,Sludge,2,,,,,,,,,Forged Shovel,40003,
40004,https://assets.otherside.xyz/otherdeeds/e25a6deba7ade3d9b96e50312eac93600e4231f3853375cc31e86ee0b4abae59.jpg,Psychedelic,Infinite Expanse,2,Mallow,3,Maltosia,1,,,Maltosia,2,Lumileaf,1,,40004,
40005,https://assets.otherside.xyz/otherdeeds/ffd9347f6f0420acd3aaf01c6825e432323a7538da733fd0162b3f2df2ead5e2.jpg,Psychedelic,Infinite Expanse,3,Mallow,4,Moldium,1,Spikeweed,1,Maltosia,2,Lumileaf,2,,40005,
40006,https://assets.otherside.xyz/otherdeeds/6bf008a9c0143a302102cd2d7c6bb1ba7a84f3863424e402e391aed50b68fdb5.jpg,Mineral,Infinite Expanse,2,Spires,1,Lunarian,1,,,Whisper,2,,,,40006,
40007,https://assets.otherside.xyz/otherdeeds/d250ead869cc266d6b746731c331ff2388f0b7bea99c9f7f3e659b2cee625e11.jpg,Mineral,Infinite Expanse,3,Crystal,3,,,Oblivion,2,,,,,Slime Juice,40007,
40008,https://assets.otherside.xyz/otherdeeds/31856b5f959178ce3d33f4a0e250456e5b1dbd0cfcc964d84d09ca6a570cd8f0.jpg,Spirit,Infinite Expanse,1,Steppes,1,,,Lunarian,2,,,Brimstone,1,,40008,
40009,https://assets.otherside.xyz/otherdeeds/cbafbbdecf23d2727beef2690d21590fa094303f8310003b460f939ccb3887f1.jpg,Volcanic,Infinite Expanse,3,Sulfuric,2,,,,,Oblivion,2,,,Banana Peel,40009,
40010,https://assets.otherside.xyz/otherdeeds/7de8d0e6948c092f70ad0b69c46cca50d421a9793d3b7cafc6c5b89914bd49ba.jpg,Decay,Infinite Expanse,3,Plague,1,Spikeweed,1,,,,,,,,40010,
