token_id,image,category,sediment,sediment_tier,environment,environment_tier,eastern,eastern_tier,southern,southern_tier,western,western_tier,northern,northern_tier,artifact,plot,koda
90000,https://assets.otherside.xyz/otherdeeds/1b8da706829d496be1fa9296ba260b193c7b5833be59933c4cbe16eac44b3dd3.jpg,Spirit,Cosmic Dream,1,Sky,1,Nether,1,Moldium,2,,,,,,90000,3427
90001,https://assets.otherside.xyz/otherdeeds/367bde3778d410fdd1651a45e40c5341c4e15b57c6387a042cd13d6bf08ed16e.jpg,Harsh,Cosmic Dream,1,Bone,3,,,Kinsoul,2,,,,,,90001,
90002,https://assets.otherside.xyz/otherdeeds/e0cc3a96df4f09900d044e4865e2abadc55db9570825952bd59469a84d6a3121.jpg,Volcanic,Cosmic Dream,2,Crimson,3,,,,,,,Nether,2,,90002,3067
90003,https://assets.otherside.xyz/otherdeeds/6fbbdf96601ad7bbbc6da4ffcf329fcd2cccba59ac437efbdf99a4049a1d27b6.jpg,Spirit,Cosmic Dream,1,Steppes,4,,,,,,,Oblivion,2,,90003,
90004,https://assets.otherside.xyz/otherdeeds/ca0c5d254cdb04b5875b37e5ba4f21db364d1a40d8022a2d9f75b68e75b48266.jpg,Harsh,Cosmic Dream,3,Bone,4,Nether,3,Lumileaf,1,,,,,,90004,
90005,https://assets.otherside.xyz/otherdeeds/0152aeab31850c0c39d32a22c95e81089ab6db264245010d6845c9f2c61e1d46.jpg,Growth,Cosmic Dream,1,Mystic,2,Spikeweed,1,Glowpod,3,,,,,Glass Eye,90005,
90006,https://assets.otherside.xyz/otherdeeds/c0f7f1a6195ad5a0e71fb21bc0f306d2b9bce2d58ebfd1e65c2939fdd93c45f6.jpg,Mineral,Cosmic Dream,1,Crystal,5,,,Lumileaf,2,Psychosilk,1,Petrified,1,,90006,
90007,https://assets.otherside.xyz/otherdeeds/16859f9c523318a0e5393e2a892d8937c2b4aa7a9f20b0f1d3655b4e3278fcaf.jpg,Psychedelic,Cosmic Dream,2,Mallow,2,,,,,,,,,,90007,
90008,https://assets.otherside.xyz/otherdeeds/c7b1720f31aec4ba1aa2f2b47db9afea3b8dd1a4fa23b6b09f693c4fb98861bf.jpg,Mineral,Cosmic Dream,1,Biolume,3,,,Lumileaf,3,Whisper,1,Psychosilk,1,Fire Sale Scroll,90008,
90009,https://assets.otherside.xyz/otherdeeds/0d08b7a1dd2771d51ce2e9c9c79e42f1e05f00577d79512047c1b315df1fcab7.jpg,Spirit,Cosmic Dream,2,Sands,1,Moldium,2,Bonestone,1,,,Luster,3,,90009,
90010,https://assets.otherside.xyz/otherdeeds/e237d4f1c56324e0760a78da152c372e47c92f407aeb0229f8dd46324e947733.jpg,Volcanic,Cosmic Dream,2,Sulfuric,5,Psychosilk,3,,,Psychosilk,1,Sulfirica,2,,90010,
90011,https://assets.otherside.xyz/otherdeeds/8eb7d8bf6bb5a7c3a7fee6e94ebe6706b9fcc8a7d92beebb45e3d9b69b08c5da.jpg,Growth,Cosmic Dream,2,Mycelium,3,Lumileaf,1,Whisper,1,Moldium,2,Kinsoul,2,,90011,
90012,https://assets.otherside.xyz/otherdeeds/ac66bdb4fa7b41f9aa08db05d6d70ac4386351fdfe0b4fe56c7f9adba2d49579.jpg,Psychedelic,Cosmic Dream,1,Shadow,2,,,,,,,Lumileaf,2,,90012,
90013,https://assets.otherside.xyz/otherdeeds/0b8a2d22296d1245480bbd0afe17b4338d06b31b7164a8414dbb39361a133947.jpg,Spirit,Cosmic Dream,3,Steppes,5,,,Petrified,1,Moldium,2,Kinsoul,2,,90013,
90014,https://assets.otherside.xyz/otherdeeds/bb25d39a7688c8415ff182f87a8aa9ece4814da736699719e7e772e53b2c74fb.jpg,Spirit,Cosmic Dream,1,Sky,3,Lumileaf,2,Brimstone,2,Nether,1,Nether,1,,90014,
90015,https://assets.otherside.xyz/otherdeeds/00f6f148674ec6cd8b1fde48faf51e9accf015fdb80ff4bb082c730bddcb3098.jpg,Growth,Cosmic Dream,1,Jungle,1,Moldium,1,,,Lumileaf,3,Oblivion,2,,90015,
90016,https://assets.otherside.xyz/otherdeeds/9e74a97c2807c6df64f8fda9c497b0d2e7a83539e2059fd0e7124c42d13addc5.jpg,Spirit,Cosmic Dream,1,Steppes,4,Whisper,3,,,,,,,Ancient Coin,90016,
90017,https://assets.otherside.xyz/otherdeeds/7f647644e815e1f49de573392f0240de11571a1149ce38ac47e54517b2a7e7eb.jpg,Growth,Cosmic Dream,2,Mystic,2,Lunarian,2,Glowpod,2,,,Whisper,1,Fire Sale Scroll,90017,3601
90018,https://assets.otherside.xyz/otherdeeds/7e8abbb9bce53e023ea769f242fc0065757aba447a997953a0941fcfbe07c835.jpg,Harsh,Cosmic Dream,1,Glacia,1,,,,,Moldium,1,Lunarian,1,,90018,
