token_id,image,category,sediment,sediment_tier,environment,environment_tier,eastern,eastern_tier,southern,southern_tier,western,western_tier,northern,northern_tier,artifact,plot,koda
50000,https://assets.otherside.xyz/otherdeeds/b11885a482a3ef9601cd399f2bec110a5e16b17f39b908561bf4ce23aede4ef1.jpg,Harsh,Infinite Expanse,3,Glacia,2,,,,,Lumileaf,1,,,,50000,
50001,https://assets.otherside.xyz/otherdeeds/5792429a4c07fb98f6545348726e9dc99334f32198c5d60ecf3e2f0e31bb52c0.jpg,Harsh,Infinite Expanse,2,Splinter,4,,,Runa,2,Whisper,2,,,,50001,
50002,https://assets.otherside.xyz/otherdeeds/1573be483e856944dc5aef1f1153f97c6156c4cf7d2803aeddef8f993114ff44.jpg,Harsh,Infinite Expanse,1,Glacia,3,,,,,Spikeweed,1,Whisper,1,,50002,
50003,https://assets.otherside.xyz/otherdeeds/ee9f50c656b0258bd258b63367b437570bea2123862be780e3f19d26fbdbb5ac.jpg,Psychedelic,Infinite Expanse,1,Sludge,1,Nether,1,,,,,,,Relic Card,50003,
50004,https://assets.otherside.xyz/otherdeeds/545e812ed08aa0bc5b75cfb5c983c2e5cbedd18e99c6d64736c71cbd5451973c.jpg,Spirit,Infinite Expanse,1,Steppes,1,,,,,,,Nether,1,,50004,4650
50005,https://assets.otherside.xyz/otherdeeds/257c53c6af8643bcd55a255f8fcea432c2fc200d36777dc7aab0dc9331ed5784.jpg,Decay,Infinite Expanse,1,Thornwood,1,,,,,,,,,,50005,
50006,https://assets.otherside.xyz/otherdeeds/9de3a2d8359c5577c99a5ea4d1ab27b062dadb2e9532b62100f7f49b4db74956.jpg,Volcanic,Infinite Expanse,2,Molten,4,,,Oblivion,2,,,Slaglia,1,,50006,
50007,https://assets.otherside.xyz/otherdeeds/aafa9d8163c78f911f41f0659eb63f23138bc3b48282e28f0daaea31a14da93f.jpg,Harsh,Infinite Expanse,1,Bone,5,,,Oblivion,1,,,,,,50007,
50008,https://assets.otherside.xyz/otherdeeds/cd89ef64ee26c9fb0640aab092341ebbc24112eb05671ac0fc59f43e8f65315f.jpg,Psychedelic,Infinite Expanse,2,Shadow,2,,,,,,,,,,50008,
50009,https://assets.otherside.xyz/otherdeeds/83aa0cf436b0a07fb3e317148c594e2952430ebf505209ee7e4c3e309d781ab7.jpg,Decay,Infinite Expanse,1,Bog,3,,,Brimstone,1,Runa,1,,,,50009,
50010,https://assets.otherside.xyz/otherdeeds/6b26004dc0ea7b62e0bf141524528d7688c69c8255eb1d70dfa9ff237410253e.jpg,Volcanic,Infinite Expanse,1,Sulfuric,3,Luster,2,Lumileaf,1,Whisper,1,Kinsoul,1,Rugged Shovel,50010,4226
50011,https://assets.otherside.xyz/otherdeeds/77179b07408b5f0fda9cabc85ed844f693f0d720cae24f9bca040251a19c257f.jpg,Harsh,Infinite Expanse,3,Glacia,4,,,Oblivion,2,Lunarian,2,Spikeweed,2,,50011,
50012,https://assets.otherside.xyz/otherdeeds/44b2d4903139d4a722891aa9fa5725e8b14b75bebba8e4598345c20c2d2a074c.jpg,Harsh,Infinite Expanse,2,Glacia,3,Slushia,1,,,,,,,,50012,
50013,https://assets.otherside.xyz/otherdeeds/f891ac2ee13a3b9be54593c8aafb4148311e4ec99111bb740a48b8cc3185c24f.jpg,Decay,Infinite Expanse,1,Thornwood,2,,,Nocturna,1,,,,,,50013,
50014,https://assets.otherside.xyz/otherdeeds/db293dccd843f9f057e85a332fd7390430e09bd2092133e68b671e20cd1fa139.jpg,Spirit,Infinite Expanse,1,Steppes,3,,,Lumileaf,1,,,,,,50014,
50015,https://assets.otherside.xyz/otherdeeds/c64a66f04af5d5f50c296bb199ee81e7287008af480d0bf691cf1868ed984543.jpg,Harsh,Infinite Expanse,1,Glacia,1,,,,,Bonestone,1,Kinsoul,1,,50015,
50016,https://assets.otherside.xyz/otherdeeds/ae4f818b76e3b1f80b2ff0adcc9230ec1c6b597787702942a626c4467319fe7a.jpg,Volcanic,Infinite Expanse,1,Sulfuric,2,Moldium,1,Kinsoul,1,Sulfirica,2,Chlorocite,1,,50016,
50017,https://assets.otherside.xyz/otherdeeds/8eff779424acc537e1526a597fb67cde7f3bfbf6ec0fb5d48b0e51754f66db1e.jpg,Decay,Infinite Expanse,2,Plague,4,Lunarian,2,Moldium,1,Whisper,1,,,,50017,
50018,https://assets.otherside.xyz/otherdeeds/b095afa24a584059c42d71c81833cd7161f3446576d473220508622a1ef63628.jpg,Harsh,Infinite Expanse,3,Bone,2,,,,,,,,,,50018,
50019,https://assets.otherside.xyz/otherdeeds/b1e2f94d2ad99db1d4b738ef4d994002df7fa52b36158935f9bb46f8ea3bff2a.jpg,Spirit,Infinite Expanse,3,Sky,1,,,Bonestone,1,,,,,,50019,3356
50020,https://assets.otherside.xyz/otherdeeds/c8c81664bc677d34bf2576f736cfcdce453a12b73b5f292decd901bfdd2d2ab4.jpg,Decay,Infinite Expanse,2,Bog,4,Oblivion,2,,,Whisper,2,,,,50020,
50021,https://assets.otherside.xyz/otherdeeds/48abbf15e5f751e9acb5075020f4b69628bf9a643ab5836655a7f224ae1d6d8d.jpg,Decay,Infinite Expanse,1,Thornwood,1,,,,,,,Lumileaf,2,,50021,1241
50022,https://assets.otherside.xyz/otherdeeds/6b1859312144973645ff9b3795a523947a285d0adedd1f51a2cc3c627b3ee843.jpg,Volcanic,Infinite Expanse,1,Crimson,1,,,Spikeweed,3,,,Lumileaf,1,,50022,
50023,https://assets.otherside.xyz/otherdeeds/af59404e8ab2250ca247ec45f2facca9cd11ebbbdba6e51ecae1d644c8924b0b.jpg,Mineral,Infinite Expanse,1,Biolume,5,Lunarian,1,Psychosilk,2,Oblivion,2,Luster,2,,50023,
50024,https://assets.otherside.xyz/otherdeeds/829089475828e860d41cb5f160e39de9fe8b18b166f737f1f04bb83776e0ae8b.jpg,Spirit,Infinite Expanse,3,Steppes,1,Moldium,1,,,,,Nether,1,,50024,
50025,https://assets.otherside.xyz/otherdeeds/709110b32236288c4d8154f604ed3859470f4ae4d0cbd8119cf41ecffd54c67a.jpg,Growth,Infinite Expanse,2,Botanical,1,,,,,Lumileaf,2,Oblivion,2,Rugged Shovel,50025,
50026,https://assets.otherside.xyz/otherdeeds/a3577a639a90ae63272c72ae31bae7c048a7923f249ee334e73aadadd09045d0.jpg,Harsh,Infinite Expanse,2,Glacia,2,Lunarian,3,Kinsoul,3,Brimstone,1,Shatterfrost,2,,50026,
50027,https://assets.otherside.xyz/otherdeeds/fc072a337acc5cccc0a87482407e8bbbf490092c27e6e3d36a39d185512cb7e7.jpg,Mineral,Infinite Expanse,2,Biolume,1,,,,,Lunarian,3,,,Camp Fire,50027,
50028,https://assets.otherside.xyz/otherdeeds/e9f5605c7f1d51e1efa413955268915298a30eb115fb94b3f0f5e975f824b242.jpg,Growth,Infinite Expanse,2,Botanical,3,,,,,,,,,,50028,
50029,https://assets.otherside.xyz/otherdeeds/bf79676b5f799a4f9ca3ba24b8a142cd2edd1fd123090de3c536dc6677de32d2.jpg,Growth,Infinite Expanse,1,Mystic,5,,,Spiritseep,1,,,,,Celestial Orb,50029,
50030,https://assets.otherside.xyz/otherdeeds/71fa867f1684953160d39537e47404ff11e8a670938b59e1e3649daeedd1f229.jpg,Spirit,Infinite Expanse,1,Sands,4,,,Runa,2,,,,,Magic Powder,50030,
50031,https://assets.otherside.xyz/otherdeeds/690685e746611e1a1b89a63290dcda8c29ad787f5d6f72156644e3aa25484932.jpg,Volcanic,Infinite Expanse,2,Crimson,1,,,Bonestone,1,,,,,,50031,
